dataset,end-date,entry-date,notes,start-date,provision-reason,organisation,project,specification
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WLI,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WLI,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WLI,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WLI,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WLI,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WLI,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WLI,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WLI,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WLI,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WLI,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WLI,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WLI,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WLI,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WLL,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WLL,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WLL,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WLL,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WLL,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WLL,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WLL,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WLL,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WLL,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WLL,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WLL,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WLL,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WLL,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WLL,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WLL,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WLV,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WLV,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WLV,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WLV,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WLV,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WLV,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WLV,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WLV,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WLV,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WLV,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WLV,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WLV,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WLV,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WLV,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WLV,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WND,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WND,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WND,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WND,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WND,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WND,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WND,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WND,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WND,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WND,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WND,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WND,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WND,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WND,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WND,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WNM,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WNM,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WNM,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WNM,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WNM,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WNM,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WNM,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WNM,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WNM,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WNM,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WNM,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WNM,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WNM,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WNM,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WNM,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WNUA,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WNUA,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WNUA,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WNUA,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WNUA,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WNUA,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WNUA,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WNUA,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WNUA,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WNUA,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WNUA,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WNUA,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WNUA,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WNUA,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WNUA,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WOC,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WOC,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WOC,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WOC,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WOC,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WOC,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WOC,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WOC,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WOC,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WOC,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WOC,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WOC,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WOC,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WOC,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WOC,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WOI,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WOI,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WOI,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WOI,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WOI,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WOI,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WOI,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WOI,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WOI,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WOI,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WOI,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WOI,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WOI,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WOI,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WOI,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WOK,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WOK,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WOK,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WOK,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WOK,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WOK,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WOK,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WOK,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WOK,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WOK,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WOK,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WOK,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WOK,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WOK,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WOK,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WOT,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WOT,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WOT,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WOT,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WOT,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WOT,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WOT,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WOT,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WOT,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WOT,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WOT,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WOT,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WOT,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WOT,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WOT,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WOX,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WOX,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WOX,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WOX,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WOX,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WOX,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WOX,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WOX,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WOX,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WOX,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WOX,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WOX,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WOX,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WOX,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WOX,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WRL,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WRL,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WRL,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WRL,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WRL,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WRL,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WRL,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WRL,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WRL,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WRL,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WRL,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WRL,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WRL,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WRL,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WRL,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WRT,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WRT,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WRT,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WRT,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WRT,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WRT,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WRT,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WRT,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WRT,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WRT,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WRT,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WRT,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WRT,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WRT,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WRT,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WSK,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WSK,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WSK,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WSK,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WSK,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WSK,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WSK,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WSK,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WSK,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WSK,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WSK,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WSK,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WSK,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WSK,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WSK,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WSM,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WSM,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WSM,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WSM,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WSM,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WSM,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WSM,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WSM,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WSM,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WSM,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WSM,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WSM,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WSM,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WSM,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WSM,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WYC,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WYC,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WYC,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WYC,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WYC,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WYC,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WYC,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WYC,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WYC,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WYC,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WYC,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WYC,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WYC,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WYC,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WYC,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WYE,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WYE,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WYE,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WYE,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WYE,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WYE,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WYE,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WYE,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WYE,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WYE,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WYE,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WYE,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WYE,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WYE,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WYE,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:WYR,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:WYR,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:WYR,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:WYR,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:WYR,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:WYR,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:WYR,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:WYR,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:WYR,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:WYR,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:WYR,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:WYR,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:WYR,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:WYR,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:WYR,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:YOR,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:YOR,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:YOR,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:YOR,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:YOR,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:YOR,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:YOR,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:YOR,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:YOR,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:YOR,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:YOR,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:YOR,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:YOR,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:YOR,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:YOR,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,national-park-authority:Q20198711,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,national-park-authority:Q20198711,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,national-park-authority:Q20198711,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,national-park-authority:Q20198711,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,national-park-authority:Q20198711,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,national-park-authority:Q20198711,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,national-park-authority:Q20198711,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,national-park-authority:Q20198711,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,national-park-authority:Q20198711,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,national-park-authority:Q20198711,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,national-park-authority:Q20198711,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,national-park-authority:Q20198711,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,national-park-authority:Q20198711,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,national-park-authority:Q20198711,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,national-park-authority:Q20198711,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,national-park-authority:Q27159704,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,national-park-authority:Q27159704,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,national-park-authority:Q27159704,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,national-park-authority:Q27159704,developer-contribution,developer-ageement
article-4-direction,,2023-08-17,,,prospective,national-park-authority:Q27159704,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,national-park-authority:Q27159704,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,national-park-authority:Q27159704,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,national-park-authority:Q27159704,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,national-park-authority:Q27159704,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,national-park-authority:Q27159704,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,national-park-authority:Q27159704,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,national-park-authority:Q27159704,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,national-park-authority:Q27178932,brownfield-land,brownfield-land
